"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0034311","diol metabolic process","BP",28,7,3,0.0275700877623435,0.51958003339561
"GO:0034312","diol biosynthetic process","BP",21,4,2,0.190181718949408,0.618327012311801
"GO:0034394","protein localization to cell surface","BP",69,8,13,0.484668209067585,0.0143427574691173
"GO:0035627","ceramide transport","BP",14,1,0,0.801900741777296,1
"GO:0042063","gliogenesis","BP",340,33,48,0.789303065769295,0.0051703231888145
"GO:0042176","regulation of protein catabolic process","BP",349,35,46,0.729422127893626,0.0198353617432715
"GO:0042552","myelination","BP",166,21,18,0.26898327290148,0.345707691820863
"GO:0042982","amyloid precursor protein metabolic process","BP",73,3,11,0.989433195763691,0.0930419957699822
"GO:0042983","amyloid precursor protein biosynthetic process","BP",13,2,2,0.423026441001615,0.364103651815572
"GO:0042984","regulation of amyloid precursor protein biosynthetic process","BP",13,2,2,0.423026441001615,0.364103651815572
"GO:0042986","positive regulation of amyloid precursor protein biosynthetic process","BP",4,1,1,0.370236653747025,0.335228591307958
"GO:0042987","amyloid precursor protein catabolic process","BP",58,2,9,0.990156189639006,0.105402266123361
"GO:0043112","receptor metabolic process","BP",77,8,5,0.613280638430576,0.879240958065475
"GO:0043413","macromolecule glycosylation","BP",193,51,6,1.18447699735663e-09,0.999897409383467
"GO:0043603","amide metabolic process","BP",401,96,42,4.70012202865025e-14,0.322720794125593
"GO:0043687","post-translational protein modification","BP",885,58,99,0.999998113348144,0.0719767203222535
"GO:0044092","negative regulation of molecular function","BP",577,56,81,0.845970687839873,0.000414118110791929
"GO:0044248","cellular catabolic process","BP",271,52,23,3.49348394830063e-05,0.780997671445758
"GO:0044283","small molecule biosynthetic process","BP",488,112,42,7.96075389776665e-15,0.81754678978765
"GO:0045732","positive regulation of protein catabolic process","BP",195,20,23,0.650940829152857,0.189503689079864
"GO:0045806","negative regulation of endocytosis","BP",64,10,7,0.15560591167387,0.429055038435179
"GO:0045833","negative regulation of lipid metabolic process","BP",92,18,13,0.00986788480386992,0.107108396600253
"GO:0045936","negative regulation of phosphate metabolic process","BP",339,45,48,0.0958462271465979,0.00488705619517492
"GO:0045939","negative regulation of steroid metabolic process","BP",24,6,3,0.0402184865208144,0.41596283189769
"GO:0046165","alcohol biosynthetic process","BP",122,34,16,1.69541085067545e-07,0.131870963546925
"GO:0046173","polyol biosynthetic process","BP",54,7,8,0.375533015650297,0.148700590362226
"GO:0046467","membrane lipid biosynthetic process","BP",123,20,11,0.0445691253330829,0.657264689762544
"GO:0046512","sphingosine biosynthetic process","BP",13,3,1,0.162280963528059,0.734838371082804
"GO:0046519","sphingoid metabolic process","BP",20,5,2,0.0592600467948892,0.591230019085332
"GO:0046520","sphingoid biosynthetic process","BP",13,3,1,0.162280963528059,0.734838371082804
"GO:0046890","regulation of lipid biosynthetic process","BP",179,37,28,9.36905377399938e-05,0.00765503148357956
"GO:0048259","regulation of receptor-mediated endocytosis","BP",128,20,18,0.063048284686568,0.0692369707178676
"GO:0048261","negative regulation of receptor-mediated endocytosis","BP",27,3,3,0.577605342061047,0.494560892411052
"GO:0048468","cell development","BP",2591,242,341,0.998114370491951,2.14268430612076e-10
"GO:0048519","negative regulation of biological process","BP",4627,470,595,0.977675712099099,1.97575723938838e-17
"GO:0048523","negative regulation of cellular process","BP",4472,451,573,0.984169117570808,3.03885566602813e-16
"GO:0048545","response to steroid hormone","BP",293,41,44,0.0573077711141261,0.00228956209171952
"GO:0048646","anatomical structure formation involved in morphogenesis","BP",1079,99,177,0.976475183020801,6.19145845502888e-13
"GO:0048709","oligodendrocyte differentiation","BP",104,11,10,0.591072994834154,0.560826610309349
"GO:0048869","cellular developmental process","BP",3734,375,509,0.977435565274104,1.77323675950883e-19
"GO:0050435","amyloid-beta metabolic process","BP",60,6,8,0.651503783456363,0.223229440019559
"GO:0051051","negative regulation of transport","BP",392,46,52,0.322561287038809,0.0124388990134799
"GO:0051055","negative regulation of lipid biosynthetic process","BP",52,7,12,0.338492244750274,0.00349385107231374
"GO:0051129","negative regulation of cellular component organization","BP",701,81,82,0.307103609392442,0.0418405200487145
"GO:0051174","regulation of phosphorus metabolic process","BP",973,130,149,0.00784753527187291,7.05264511497251e-09
"GO:0051246","regulation of protein metabolic process","BP",1744,171,231,0.94879094032529,2.17723975461823e-07
"GO:0051247","positive regulation of protein metabolic process","BP",1014,105,155,0.738096644290216,3.86330488628915e-09
"GO:0055082","intracellular chemical homeostasis","BP",615,88,66,0.0046550742425163,0.207330168811236
"GO:0060049","regulation of protein glycosylation","BP",10,1,0,0.685340044597582,1
"GO:0060255","regulation of macromolecule metabolic process","BP",4822,460,559,0.999911770344182,8.63781062404111e-08
"GO:0060341","regulation of cellular localization","BP",998,110,131,0.471938295318445,0.000174338359042603
"GO:0060627","regulation of vesicle-mediated transport","BP",524,69,62,0.0564403016330925,0.0578113379539131
"GO:0065009","regulation of molecular function","BP",1492,157,212,0.708617500115504,2.76345208608516e-09
"GO:0070085","glycosylation","BP",210,55,8,3.82777483501473e-10,0.999649066350227
"GO:0071071","regulation of phospholipid biosynthetic process","BP",18,2,5,0.599915543908679,0.0250073201893308
"GO:0071072","negative regulation of phospholipid biosynthetic process","BP",5,0,4,1,0.00040744381767243
"GO:0080090","regulation of primary metabolic process","BP",4486,428,523,0.999817367929056,1.46446847422865e-07
"GO:0090118","receptor-mediated endocytosis involved in cholesterol transport","BP",6,2,1,0.132706161758529,0.458010819544648
"GO:0090153","regulation of sphingolipid biosynthetic process","BP",15,2,4,0.498885200160048,0.0505186293005425
"GO:0090155","negative regulation of sphingolipid biosynthetic process","BP",6,1,1,0.500258197295807,0.458010819544648
"GO:0090156","intracellular sphingolipid homeostasis","BP",6,1,1,0.500258197295807,0.458010819544648
"GO:0090370","negative regulation of cholesterol efflux","BP",5,1,0,0.43899952470626,1
"GO:0090407","organophosphate biosynthetic process","BP",536,102,42,1.12314033015249e-08,0.944151637721415
"GO:0099040","ceramide translocation","BP",3,0,0,1,1
"GO:1901135","carbohydrate derivative metabolic process","BP",867,146,61,4.01386004685316e-08,0.998132219564739
"GO:1901137","carbohydrate derivative biosynthetic process","BP",561,101,31,2.30360952735072e-07,0.999904886776573
"GO:1901873","regulation of post-translational protein modification","BP",245,16,29,0.993191063723562,0.151953538638452
"GO:1902003","regulation of amyloid-beta formation","BP",36,1,7,0.984489127473779,0.054783011915502
"GO:1902004","positive regulation of amyloid-beta formation","BP",17,0,6,1,0.00399078625751438
"GO:1902991","regulation of amyloid precursor protein catabolic process","BP",43,1,9,0.993108679905613,0.0202826962488534
"GO:1902993","positive regulation of amyloid precursor protein catabolic process","BP",23,0,8,1,0.000997696795084351
"GO:1903018","regulation of glycoprotein metabolic process","BP",43,6,4,0.327025789814746,0.610962270099952
"GO:1903020","positive regulation of glycoprotein metabolic process","BP",24,4,1,0.263023869166827,0.913837529118279
"GO:1903509","liposaccharide metabolic process","BP",88,17,7,0.0134976487003171,0.762308453950102
"GO:1903725","regulation of phospholipid metabolic process","BP",32,6,6,0.129422387754739,0.0840890906912268
"GO:1903726","negative regulation of phospholipid metabolic process","BP",6,0,4,1,0.00112799929709404
"GO:1904375","regulation of protein localization to cell periphery","BP",150,14,23,0.770850191268344,0.0182762977253455
"GO:1905038","regulation of membrane lipid metabolic process","BP",20,2,5,0.658276648350324,0.0384975326202307
"GO:1905598","negative regulation of low-density lipoprotein receptor activity","BP",4,0,0,1,1
"GO:1905600","regulation of receptor-mediated endocytosis involved in cholesterol transport","BP",4,0,1,1,0.335228591307958
"GO:1905601","negative regulation of receptor-mediated endocytosis involved in cholesterol transport","BP",2,0,0,1,1
"GO:1905953","negative regulation of lipid localization","BP",40,4,2,0.648930988272917,0.910939125193592
"GO:1990778","protein localization to cell periphery","BP",365,33,57,0.896323539470246,0.000207076096781261
"GO:2000008","regulation of protein localization to cell surface","BP",43,5,8,0.511854708683186,0.052198012142192
"GO:2000644","regulation of receptor catabolic process","BP",13,1,1,0.777603673095555,0.734838371082804
"GO:2000646","positive regulation of receptor catabolic process","BP",9,0,0,1,1
"GO:0000041","transition metal ion transport","BP",92,21,5,0.000766843086466544,0.951379574436484
"GO:0006778","porphyrin-containing compound metabolic process","BP",40,4,1,0.648930988272917,0.983228410273954
"GO:0006779","porphyrin-containing compound biosynthetic process","BP",29,3,0,0.627377512573433,1
"GO:0006783","heme biosynthetic process","BP",25,3,0,0.523844955165029,1
"GO:0006811","monoatomic ion transport","BP",926,134,90,0.00034014349711519,0.510625128790039
"GO:0006812","monoatomic cation transport","BP",805,111,80,0.00532095159102944,0.426944782898721
"GO:0006826","iron ion transport","BP",55,12,3,0.0140111890409568,0.912629279312068
"GO:0006839","mitochondrial transport","BP",169,26,11,0.0450285518620696,0.945289591721775
"GO:0006873","intracellular monoatomic ion homeostasis","BP",436,66,43,0.00370128702205453,0.478982383515954
"GO:0006879","intracellular iron ion homeostasis","BP",61,12,7,0.0303263018405295,0.379795717767944
"GO:0016226","iron-sulfur cluster assembly","BP",26,1,0,0.950605326291587,1
"GO:0030001","metal ion transport","BP",682,96,73,0.00516948325012045,0.200009847628517
"GO:0030003","intracellular monoatomic cation homeostasis","BP",429,63,43,0.00875921747493901,0.434475020213562
"GO:0031163","metallo-sulfur cluster assembly","BP",26,1,0,0.950605326291587,1
"GO:0033013","tetrapyrrole metabolic process","BP",50,5,1,0.64961328497057,0.993974819937535
"GO:0033014","tetrapyrrole biosynthetic process","BP",29,3,0,0.627377512573433,1
"GO:0034220","monoatomic ion transmembrane transport","BP",740,110,66,0.000429584032461333,0.787137227047101
"GO:0034755","iron ion transmembrane transport","BP",26,7,0,0.018561432590293,1
"GO:0042168","heme metabolic process","BP",36,4,1,0.563621512672539,0.97474589245991
"GO:0042440","pigment metabolic process","BP",58,7,2,0.449793384829009,0.980730243205834
"GO:0046148","pigment biosynthetic process","BP",42,6,0,0.307016456654932,1
"GO:0050801","monoatomic ion homeostasis","BP",502,73,50,0.00641801586514178,0.444304183735787
"GO:0055080","monoatomic cation homeostasis","BP",495,72,49,0.00671820989621873,0.463448265681061
"GO:0070453","regulation of heme biosynthetic process","BP",6,0,0,1,1
"GO:0070455","positive regulation of heme biosynthetic process","BP",3,0,0,1,1
"GO:0072593","reactive oxygen species metabolic process","BP",220,34,33,0.0233026201331171,0.00766878851018201
"GO:0098655","monoatomic cation transmembrane transport","BP",644,90,58,0.00803122325705067,0.748267699391283
"GO:0098660","inorganic ion transmembrane transport","BP",685,102,63,0.000646957145695583,0.695573882755332
"GO:0098662","inorganic cation transmembrane transport","BP",627,87,58,0.0108226460024734,0.6722670571285
"GO:0098771","inorganic ion homeostasis","BP",440,67,44,0.00300599622338096,0.439584394758435
"GO:0140466","iron-sulfur cluster export from the mitochondrion","BP",1,0,0,1,1
"GO:1901401","regulation of tetrapyrrole metabolic process","BP",7,0,0,1,1
"GO:1901403","positive regulation of tetrapyrrole metabolic process","BP",4,0,0,1,1
"GO:1901463","regulation of tetrapyrrole biosynthetic process","BP",6,0,0,1,1
"GO:1901465","positive regulation of tetrapyrrole biosynthetic process","BP",3,0,0,1,1
"GO:1901678","iron coordination entity transport","BP",12,1,0,0.750328501396021,1
"GO:1902497","iron-sulfur cluster transmembrane transport","BP",1,0,0,1,1
"GO:1903329","regulation of iron-sulfur cluster assembly","BP",1,0,0,1,1
"GO:1903331","positive regulation of iron-sulfur cluster assembly","BP",1,0,0,1,1
"GO:1903409","reactive oxygen species biosynthetic process","BP",60,12,5,0.0269438254560304,0.704088915489644
"GO:1903426","regulation of reactive oxygen species biosynthetic process","BP",47,7,4,0.248991329925957,0.681370891995611
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process","BP",21,2,0,0.68479809808602,1
"GO:1990542","mitochondrial transmembrane transport","BP",89,17,3,0.0150386490705199,0.993773407512161
"GO:2000377","regulation of reactive oxygen species metabolic process","BP",143,21,20,0.0972987705484884,0.0606265250661785
"GO:2000378","negative regulation of reactive oxygen species metabolic process","BP",45,9,3,0.0513741206633608,0.825618702637502
"GO:0001678","intracellular glucose homeostasis","BP",159,18,24,0.472320471577663,0.0193082049944684
"GO:0002791","regulation of peptide secretion","BP",205,32,27,0.0238656922988389,0.0628008610936132
"GO:0002793","positive regulation of peptide secretion","BP",117,19,14,0.0498446664270395,0.243185049996674
"GO:0006694","steroid biosynthetic process","BP",125,40,12,1.57191310290763e-10,0.560131703202172
"GO:0006695","cholesterol biosynthetic process","BP",52,25,5,1.91525422974995e-11,0.577095533590537
"GO:0009743","response to carbohydrate","BP",226,27,38,0.338720301791017,0.000545428868143295
"GO:0009746","response to hexose","BP",197,23,30,0.398807247330839,0.0086519118890949
"GO:0009749","response to glucose","BP",191,22,30,0.428260692055727,0.00558057834584626
"GO:0009914","hormone transport","BP",309,44,40,0.0396044613986289,0.0362803014690437
"GO:0010638","positive regulation of organelle organization","BP",505,56,70,0.471347567615147,0.00139528620115372
"GO:0010647","positive regulation of cell communication","BP",1567,177,227,0.318486488092801,1.08991799707466e-10
"GO:0010742","macrophage derived foam cell differentiation","BP",25,7,2,0.0149371770220961,0.712878067589913
