"","Length","Symbol"
"624286",999,"Cfhr3"
"214403",2887,"Cfhr4"
"545366",1602,"Cfhr2"
"12628",4365,"Cfh"
"240776",3957,"Kcnt2"
"75910",551,"4930590L20Rik"
"226472",591,"Gm4845"
"214498",2678,"Cdc73"
"26878",4578,"B3galt2"
"69367",3730,"Glrx2"
"20822",8721,"Ro60"
"56207",1851,"Uchl5"
"19735",3009,"Rgs2"
"100861894",494,NA
"246709",1497,"Rgs13"
"50778",1330,"Rgs1"
"624910",459,"Rgs21"
"64214",1859,"Rgs18"
"215378",3172,"Brinp3"
"100043240",3910,"Gm15583"
"791353",1179,"Gm9931"
"100503781",490,NA
"18783",2846,"Pla2g4a"
"320019",1098,"Ptgs2os"
"19225",4150,"Ptgs2"
"100043257",532,"Rbm3-ps"
"100043261",345,NA
"20028",1247,"Pdc"
"75584",610,"2310030A07Rik"
"226499",3242,"Odr4"
"108989",7550,"Tpr"
"96875",4278,"Prg4"
"545370",18316,"Hmcn1"
"402734",2640,"C730036E19Rik"
"73176",1674,"3110040M04Rik"
"117198",5037,"Ivns1abp"
"66875",3668,"Swt1"
"98685",2665,"Trmt1l"
"19821",3028,"Rnf2"
"100503012",373,NA
"63913",3939,"Niban1"
"66967",6604,"Edem3"
"69399",9754,"1700025G04Rik"
"66637",1133,"Tsen15"
"269132",4056,"Colgalt2"
"19731",3887,"Rgl1"
"100861876",505,NA
"71281",1566,"Apobec4"
"67771",1897,"Arpc5"
"100503084",519,NA
"17970",2596,"Ncf2"
"226517",6069,"Smg7"
"226518",4523,"Nmnat2"
"16782",5164,"Lamc2"
"226519",7622,"Lamc1"
"626058",2827,"E330020D12Rik"
"71836",2045,"Shcbp1l"
"13211",4613,"Dhx9"
"74091",1403,"Npl"
"67792",5804,"Rgs8"
"329271",3337,"C230024C17Rik"
"19734",2335,"Rgs16"
"24014",4758,"Rnasel"
"240816",3640,"Rgsl1"
"240817",1654,"Teddm2"
"433365",2527,"Teddm1b"
"240819",1415,"Teddm1a"
"14645",2782,"Glul"
"100861882",573,NA
"207678",1877,NA
"78112",613,"4930452N14Rik"
"12290",12697,"Cacna1e"
"15939",3270,"Ier5"
"15064",2509,"Mr1"
"58244",2459,"Stx6"
"207792",4611,"BC034090"
"100503411",2791,NA
"19775",7651,"Xpr1"
"433367",1751,"Gm5532"
"72482",1942,"Acbd6"
"16872",1853,"Lhx4"
"100861926",688,NA
"104009",3361,"Qsox1"
"74081",13307,"Cep350"
"208263",4439,"Tor1aip1"
"240832",8112,"Tor1aip2"
"329274",3687,"Fam163a"
"214575",3443,"Tdrd5"
"170484",3108,"Nphs2"
"77352",3297,"Axdnd1"
"20652",4785,"Soat1"
"11352",10714,"Abl2"
"30935",3268,"Tor3a"
"100503836",636,"Gm19918"
"215015",4238,"Fam20b"
"78255",7133,"Ralgps2"
"72713",2190,"Angptl1"
"73435",898,"Tex35"
"226525",10046,"Rasal2"
"69953",1194,"2810025M15Rik"
"226527",1289,"Cryzl2"
"89867",4651,"Sec16b"
"100504090",420,NA
"240843",4101,"Brinp2"
"11899",7224,"Astn1"
"735253",109,"Mir488"
"23850",8585,"Pappa2"
"72025",2475,"1600012P17Rik"
"26374",5056,"Cop1"
"100217414",118,"Scarna3a"
"21960",5395,"Tnr"
"67647",5391,"4930523C07Rik"
"75255",887,"4930562F07Rik"
"329278",5812,"Tnn"
"64659",1970,"Mrps14"
"12301",2115,"Cacybp"
"29809",9489,"Rabgap1l"
"100316784",109,"Mir1927"
"620246",1086,"Gpr52"
"620750",465,"Gm6177"
"381305",11011,"Rc3h1"
"11905",2162,"Serpinc1"
"240869",3883,"Zbtb37"
"14455",2554,"Gas5"
"100628588",91,NA
"100217446",65,"Snord47"
"226539",3581,"Dars2"
"70454",4327,"Cenpl"
"226541",4037,"Klhl20"
"73844",3723,"Ankrd45"
"100502590",954,"Tex50"
"11758",2334,"Prdx6"
"22164",1609,"Tnfsf4"
"240873",2064,"Tnfsf18"
"14103",1935,"Fasl"
"226551",6308,"Suco"
"75368",1164,"4930558K02Rik"
"67292",3301,"Pigc"
"103967",7523,"Dnm3"
"72753",919,"2810442N19Rik"
"474332",7928,"Dnm3os"
"723821",110,"Mir199a-2"
"387210",110,"Mir214"
"71449",2791,"Mettl13"
"53330",2532,"Vamp4"
"17926",2080,"Myoc"
"100038657",741,"Myocos"
"226562",10444,"Prrc2c"
"226564",1787,"Fmo4"
"14261",2326,"Fmo1"
"55990",3336,"Fmo2"
"226565",1870,"Fmo6"
"14262",2010,"Fmo3"
"78258",2956,"Mroh9"
"18933",7448,"Prrx1"
"98376",2509,"Gorab"
"240879",1053,"Ntmt2"
"16579",3907,"Kifap3"
"240880",4069,"Scyl3"
"381306",2912,"Firrm"
"69962",1457,"Mettl18"
"20339",2912,"Sele"
"20343",2321,"Sell"
"20344",3438,"Selp"
"100503816",1241,"Gm16548"
"14067",7406,"F5"
"116914",3546,"Slc19a2"
"74895",1896,"Ccdc181"
"66352",4035,"Blzf1"
"171567",3011,"Nme7"
"11931",2422,"Atp1b1"
"56429",1636,"Dpt"
"433374",1588,"Gm20743"
"16963",502,"Xcl1"
"69476",357,"1700029M03Rik"
"75857",998,"4930568G15Rik"
"83993",2662,"Tbx19"
"108735",5526,"Sft2d2"
"226591",4395,"Tiprl"
"240888",1943,"Gpr161"
"74106",3306,"Dcaf6"
"70456",854,"Mpc2"
"271639",5209,"Adcy10"
"68481",2356,"Mpzl1"
"100503268",612,"Gm19622"
"226594",2670,"Rcsd1"
"100503283",1514,NA
"433375",2125,"Creg1"
"12503",4604,"Cd247"
"18986",13123,"Pou2f1"
"240892",4025,"Styxl2"
"59290",2293,"Gpa33"
"98558",1546,"Mael"
"100039795",8260,"Ildr2"
"100503318",2514,"Gm15853"
"27878",2145,"Tada1"
"71592",7372,"Pogk"
"226601",1744,"Gm4846"
"226604",3012,"Gm4847"
"240894",3065,"Fmo9"
"100503962",936,"Gm16701"
"226610",4986,"Fam78b"
"80914",1338,"Uck2"
"68944",4474,"Tmco1"
"100862084",376,NA
"56752",2833,"Aldh9a1"
"66447",635,"Mgst3"
"240899",1137,"Lrrc52"
"100503977",287,NA
"20183",2363,"Rxrg"
"110648",3338,"Lmx1a"
"18514",9027,"Pbx1"
"66977",2405,"Nuf2"
"19737",1809,"Rgs5"
"100862094",1412,NA
"19736",2941,"Rgs4"
"78465",1440,"Ccdc190"
"15490",4574,"Hsd17b7"
"67303",1135,"3110045C21Rik"
"18214",8290,"Ddr2"
"107652",2283,"Uap1"
"16589",2024,"Uhmk1"
"545378",399,"Sh2d1b2"
"622708",1691,"Gm6345"
"26904",1433,"Sh2d1b1"
"665574",3833,"Gm7694"
"76925",713,"Spata46"
"70729",3684,"Nos1ap"
"320078",3095,"Olfml2b"
"226641",7463,"Atf6"
"80915",1374,"Dusp12"
"435653",1284,"Fcrlb"
"98752",1727,"Fcrla"
"14130",1547,"Fcgr2b"
"246256",1250,"Fcgr4"
"14131",1353,"Fcgr3"
"75472",1034,"Cfap126"
"66052",1179,"Sdhc"
"17528",1993,"Mpz"
"66425",1575,"Pcp4l1"
"12355",1414,"Nr1i3"
"641376",2920,"Tomm40l"
"11807",521,"Apoa2"
"14127",658,"Fcer1g"
"226646",1606,"Ndufs2"
"240913",3673,"Adamts4"
"57370",1998,"B4galt3"
"19044",1821,"Ppox"
"30941",2185,"Usp21"
"66155",964,"Ufc1"
"100862110",308,NA
"100504072",1662,NA
"21945",2733,"Dedd"
"27045",1374,"Nit1"
"18637",622,"Pfdn2"
"68874",1555,"Klhdc9"
"71740",3504,"Nectin4"
"226652",4488,"Arhgap30"
"22278",1822,"Usf1"
"226654",551,"Tstd1"
"16456",2482,"F11r"
"56009",1273,"Alyref2"
"16429",1140,"Itln1"
"18106",3758,"Cd244a"
"17085",2449,"Ly9"
"75345",3977,"Slamf7"
"12506",1142,"Cd48"
"100041098",195,NA
"27218",2688,"Slamf1"
"12523",6253,"Cd84"
"100038548",2574,"Gm10521"
"100862186",671,NA
"30925",2443,"Slamf6"
"93840",2260,"Vangl2"
"18071",2487,"Nhlh1"
"59287",2855,"Ncstn"
"12847",4629,"Copa"
"100504176",730,"Gm20101"
"19298",3131,"Pex19"
"98193",3743,"Dcaf8"
"18611",2477,"Pea15a"
"12372",1874,"Casq1"
"27222",3485,"Atp1a4"
"98660",6227,"Atp1a2"
"140559",2234,"Igsf8"
"16524",3270,"Kcnj9"
"16513",5407,"Kcnj10"
"67556",7569,"Pigm"
"100862199",620,NA
"98365",1145,"Slamf9"
"93842",4249,"Igsf9"
"21346",1382,"Tagln2"
"71870",1822,"Cfap45"
"71319",941,"4933439K11Rik"
"240916",1879,"Vsig8"
"74748",2040,"Slamf8"
"677296",1914,"Fcrl6"
"68440",1417,"Dusp23"
"100040320",811,NA
"12944",1698,"Crp"
"20219",984,"Apcs"
"18313",1050,"Or10j5"
"258759",933,"Or10j27"
"258758",1063,"Or10j7"
"258880",942,"Or10j3"
"258881",1034,"Or10j3b"
"14125",1026,"Fcer1a"
"258645",991,"Or10j2"
"100504232",694,"Mptx2"
"13349",1158,"Ackr1"
"94332",4159,"Cadm3"
"383619",2541,"Aim2"
"240921",2951,NA
"545384",1294,"Ifi214"
"623121",2680,"Ifi213"
"236312",3497,"Ifi209"
"100033459",2987,"Ifi208"
"100504251",716,NA
"226691",3484,"Ifi207"
"15951",2296,"Ifi204"
"100504287",1468,"Ifi203-ps"
"666028",634,"Gm7897"
"100040462",1908,"Mndal"
"381308",1651,"Ifi211"
"15950",3793,"Ifi203"
"26388",1796,"Ifi202b"
"226695",1613,"Ifi205"
"258712",1004,"Or10aa1"
"258711",939,"Or10aa3"
"258713",954,"Or6n2"
"258717",943,"Or6n1"
"259162",948,"Or6k14"
"404222",924,"Or6k6"
"258716",948,"Or6k4"
"258715",1050,"Or6k8"
"258302",1046,"Or6k2"
"20739",8405,"Spta1"
"258710",1088,"Or10z1"
"66289",803,"Mptx1"
"258238",930,"Or10x1"
"258709",1010,"Or10x4"
"258756",955,"Or6p1"
"546747",978,"Or6y1"
"54418",6442,"Fmn2"
"23893",3745,"Grem2"
"24012",2487,"Rgs7"
"14194",1632,"Fh1"
"98256",2498,"Kmo"
"13603",1721,"Opn3"
"12663",6117,"Chml"
"75820",3817,"Wdr64"
"26909",5506,"Exo1"
"319455",3894,"Pld5"
"545389",6930,"Cep170"
"723921",99,"Mir350"
"76816",2619,"Sdccag8"
"15365",1510,"Hmga2-ps1"
"23797",4735,"Akt3"
"30928",5106,"Zbtb18"
"75589",698,"2310043L19Rik"
"69428",749,"Spmip3"
"11566",2553,"Adss2"
"631584",2790,"Catspere1"
"545391",1663,"Catspere2"
"78825",4214,"Desi2"
"791357",1199,"Gm9982"
"75164",651,"4930527J03Rik"
"666295",875,NA
"320110",427,"B230369F24Rik"
"66359",448,"Cox20"
"51810",3670,"Hnrnpu"
"68226",2539,"Efcab2"
"269152",7406,"Kif26b"
"69726",3769,"Smyd3"
"15278",2448,"Tfb2m"
"226744",4545,"Cnst"
"109232",1922,"Sccpdh"
"226747",8831,"Ahctf1"
"100503705",1428,NA
"226751",8656,"Cdc42bpa"
"67426",4076,"Coq8a"
"19165",2084,"Psen2"
"277333",3581,"Gm5069"
"320404",5101,"Itpkb"
"381310",6557,"Stum"
"11545",3827,"Parp1"
"72568",3377,"Lin9"
"27217",2294,"Mixl1"
"170760",3471,"Acbd3"
"100504581",591,"Gm17275"
"15078",1076,"H3f3a"
"208768",3189,"Sde2"
"100504598",177,NA
"320202",2462,"Lefty2"
"100862334",599,NA
"69051",1599,"Pycr2"
"13590",1604,"Lefty1"
"208795",3239,"Tmem63a"
"13849",1665,"Ephx1"
"619326",1898,"Degs1l"
"67459",3060,"Nvl"
"98417",3268,"Cnih4"
"226757",7047,"Wdr26"
"329307",2505,"A430110L20Rik"
"72978",2727,"Cnih3"
"403180",1819,"Ccdc121rt1"
"240960",13996,"Dnah14"
"98386",3552,"Lbr"
"433384",1343,"Gm5533"
"13800",4288,"Enah"
"27058",1388,"Srp9"
"625823",921,"Vmn1r1"
"13244",2005,"Degs1"
"67330",686,"1700047M11Rik"
"67948",4913,"Fbxo28"
"209456",4370,"Trp53bp2"
"12334",3185,"Capn2"
"170725",3705,"Capn8"
"433386",2055,"Ccdc185"
"96935",2035,"Susd4"
"53791",3199,"Tlr5"
"68897",5030,"Disp1"
"71678",3456,"Brox"
"108909",3293,"Aida"
"338366",6678,"Mia3"
"21339",2386,"Taf1a"
"78772",2736,"Hhipl2"
"73363",967,"1700056E22Rik"
"63953",2712,"Dusp10"
"73590",778,"1700112H15Rik"
"74971",1722,"4930488B22Rik"
"15284",2149,"Hlx"
"66112",2161,"Mtarc1"
"67247",1883,"Mtarc2"
"100316821",82,"Mir1981"
"226777",2853,"C130074G19Rik"
"226778",4565,"Mark1"
"98732",6988,"Rab3gap2"
"100217449",113,"Snora36b"
"381314",3540,"Iars2"
"387189",67,"Mir194-1"
"387211",112,"Mir215"
"23827",2182,"Bpnt1"
"107508",4850,"Eprs1"
"319562",3406,"9630028B13Rik"
"100039138",2761,"Gm2061"
"226781",5836,"Slc30a10"
"114668",709,"5033404E19Rik"
"226791",1577,"Lyplal1"
"21808",4725,"Tgfb2"
"67223",1213,"Rrp15"
"110957",3212,"D1Pas1"
"74717",1645,"Spata17"
"69308",823,"1700007P06Rik"
"67769",4565,"Gpatch2"
"100862400",1119,"Gm37254"
"26381",5580,"Esrrg"
"320272",2212,"9330162B11Rik"
"22283",15891,"Ush2a"
"226823",3703,"Kctd3"
"16526",3959,"Kcnk2"
"100042424",516,"Pdcd5-ps"
"100039307",642,NA
"108000",11130,"Cenpf"
"19250",10746,"Ptpn14"
"226830",1605,"Smyd2"
"19130",4139,"Prox1"
"100504619",832,NA
"320119",3995,"Rps6kc1"
"52477",3349,"Angel2"
"226841",4190,"Vash2"
"226844",4087,"Flvcr1"
"100125339",1649,"A230020J21Rik"
"75558",428,"Spata45"
"68972",1258,"Tatdn3"
"381318",2973,"Nsl1"
"381319",712,"Batf3"
"619288",2234,"Garin4"
"11910",1977,"Atf3"
"100504360",568,"D730003I15Rik"
"100861628",406,NA
"66208",658,"Nenf"
"66950",4204,"Pacc1"
"226849",3082,"Ppp2r5a"
"100504379",2421,"Gm20201"
"76843",4202,"Dtl"
"77065",3252,"Ints7"
"226856",7246,"Lpgat1"
"18005",3197,"Nek2"
"98736",4362,"1700034H15Rik"
"22782",5230,"Slc30a1"
"74023",3720,"Rd3"
"22033",2102,"Traf5"
"100628582",81,"Mir3473c"
"100042625",720,"Gstp-ps"
"214742",1597,"Rcor3"
"100038712",2612,"Gm10516"
"16510",7143,"Kcnh1"
"226861",2835,"Hhat"
"320952",2041,"A730013G03Rik"
"73455",404,"1700065J18Rik"
"214791",3401,"Sertad4"
"100503471",624,"Gm15867"
"329324",1731,"Syt14"
"215193",5548,"Utp25"
"54139",4125,"Irf6"
"319266",3834,"A130010J15Rik"
"215243",2121,"Traf3ip3"
"15483",1446,"Hsd11b1"
"14373",843,"G0s2"
"100503531",873,NA
"16780",4055,"Lamb3"
"215303",2453,"Camk1g"
"387201",68,"Mir205"
"74942",578,"4930503O07Rik"
"18845",11036,"Plxna2"
"100628615",64,"Mir3962"
"12490",2621,"Cd34"
"320400",2491,"Gm16897"
"320977",5195,"A330023F24Rik"
"723963",81,"Mir29b-2"
"387224",88,"Mir29c"
"17221",1213,"Cd46"
"12946",1662,"Cr1l"
"12902",6207,"Cr2"
"215728",2801,"Ulbp3"
"619314",1938,"B020014A21Rik"
"670558",2817,"H60c"
"76142",2524,"Ppp1r14c"
"70337",1540,"Iyd"
"213783",7415,"Plekhg1"
"270685",4332,"Mthfd1l"
"83397",6247,"Akap12"
"381990",3227,"Zbtb2"
"66084",1849,"Rmnd1"
"73419",2290,"Armt1"
"100504234",2151,"Ccdc170"
"13982",4319,"Esr1"
"64009",18115,"Syne1"
"68632",2777,"Myct1"
"22353",1527,"Vip"
"67141",1807,"Fbxo5"
"108853",2621,"Mtrf1l"
"56533",8191,"Rgs17"
"100041224",522,"Gm3213"
"18390",2639,"Oprm1"
"320495",8240,"Ipcef1"
"215748",3448,"Cnksr3"
"77777",1819,"Ulbp1"
"237253",3403,"Lrp11"
"18537",1917,"Pcmt1"
"320642",1253,"A630066F11Rik"
"69912",1290,"Nup43"
"407824",2188,NA
"16798",7215,"Lats1"
"23924",1775,"Katna1"
"215751",1557,"Ginm1"
"100503695",916,NA
"67418",2896,"Ppil4"
"237256",4093,"Zc3h12d"
"100628581",94,"Mir5104"
"68652",4278,"Tab2"
"338362",4284,"Ust"
"70097",7183,"Sash1"
"791352",3151,"Gm9930"
"320825",2495,"Samd5"
"620417",2980,"Gm6150"
"78808",9074,"Stxbp5"
"215772",5218,"Adgb"
"67844",2054,"Rab32"
"382450",3785,"Gm5177"
"14816",6990,"Grm1"
"78056",444,"4930567K20Rik"
"268281",9293,"Shprh"
"71865",5114,"Fbxo30"
"13853",1079,"Epm2a"
"22288",12382,"Utrn"
"320273",1182,"B230208H11Rik"
"74732",2396,"Stx11"
"66125",734,"Sf3b5"
"22634",5260,"Plagl1"
"100862331",414,NA
"75122",1053,"Zc2hc1b"
"353258",1769,"Ltv1"
"215789",8913,"Phactr2"
"66848",3954,"Fuca2"
"56535",2405,"Pex3"
"66757",1453,"Adat2"
"66253",1054,"Aig1"
"15273",9768,"Hivep2"
"100504211",3928,NA
"215798",6505,"Adgrg6"
"100039571",514,"Gm10335"
"66201",1325,"Vta1"
"69412",910,"1700016L04Rik"
"76743",1477,"Gje1"
"18101",1173,"Nmbr"
"100504235",3401,"Gm20125"
"17684",1969,"Cited2"
"378431",4457,"Txlnb"
"380629",3667,"Heca"
"73112",810,"Abracl"
"19707",2618,"Reps1"
"100045792",2900,"Ect2l"
"215814",1166,"Ccdc28a"
"215819",7638,"Nhsl1"
"56016",1910,"Hebp2"
"215821",8216,"Arfgef3"
"237300",2355,"Gm4922"
"73968",2928,"4930444F02Rik"
"64058",1901,"Perp"
"21929",4595,"Tnfaip3"
"100504265",6220,"Gm20139"
"94222",2066,"Olig3"
"15979",2099,"Ifngr1"
"237310",2468,"Il22ra2"
"237313",2088,"Il20ra"
"76157",2629,"Slc35d3"
"18634",1894,"Pex7"
"26408",5393,"Map3k5"
"17761",3895,"Map7"
"73811",629,"4930405J17Rik"
"621697",592,"Rpl32l"
"72567",5454,"Bclaf1"
"71804",2307,"Mtfr2"
"29863",4127,"Pde7b"
"52906",5094,"Ahi1"
"100038717",3304,"Gm10826"
"100504283",1667,"Gm20149"
"17863",3777,"Myb"
"56422",4893,"Hbs1l"
"73990",1016,"4930455C13Rik"
"237320",2243,"Aldh8a1"
"76924",485,"1700021A07Rik"
"67692",1061,"1700020N01Rik"
"432436",2206,"Gm5420"
"20393",4158,"Sgk1"
"114671",1771,"Semp2l2b"
"319887",2292,"E030030I06Rik"
"379043",1274,"Raet1e"
"667281",952,"H60b"
"606736",4515,"C920009B18Rik"
"56554",1271,"Raet1d"
"100038752",4548,"Gm10825"
"353169",3762,"Slc2a12"
"237336",2875,"Tbpl1"
"100504411",1274,NA
"100038582",2198,"Gm10824"
"21412",1239,"Tcf21"
"14051",4099,"Eya4"
"20042",518,"Rps12"
"100529074",105,"Snora33"
"100529075",68,"Snord100"
"76306",2837,"Slc18b1"
"26464",1811,"Vnn3"
"22361",2416,"Vnn1"
"111174",999,"Taar1"
"209512",1020,"Taar2"
"493809",1032,"Taar3"
"209513",1044,"Taar4"
"215854",1014,"Taar5"
"215855",1038,"Taar6"
"215856",1077,"Taar7a"
"209517",1077,"Taar7b"
"435206",1077,"Taar7d"
"276742",1077,"Taar7e"
"435207",1077,"Taar7f"
"215859",1035,"Taar8a"
"382348",1035,"Taar8b"
"494546",1109,"Taar8c"
"503558",1047,"Taar9"
"53331",2500,"Stx7"
"100862153",747,NA
"59012",3083,"Moxd1"
"14219",2403,"Ccn2"
"18605",3224,"Enpp1"
"209558",2815,"Enpp3"
"70208",4946,"Med23"
"11846",1477,"Arg1"
"432442",3123,"Akap7"
"13822",4464,"Epb41l2"
"100504474",674,"Smlr1"
"73803",865,"4930401C15Rik"
"215866",1543,"Gm29673"
"77220",4115,"Tmem200a"
"100040851",1193,"Gm9767"
"268288",3554,"Samd3"
"237339",3411,"L3mbtl3"
"667572",1206,"Gm8709"
"73910",3616,"Arhgap18"
"16773",9713,"Lama2"
"100040961",485,"Gm10145"
"19272",6177,"Ptprk"
"210757",3981,"Themis"
"100504516",4347,"Gm20262"
"114676",1545,"4930519F09Rik"
"67719",1319,"2310057J18Rik"
"67412",3948,"Mtcl3"
"212448",5644,"9330159F19Rik"
"52665",3180,"Echdc1"
"68031",4404,"Rnf146"
"72780",2397,"Rspo3"
"100504540",2648,"Gm20276"
"66311",1512,"Cenpw"
"73681",2359,"Trmt11"
"100504586",3440,"Gm20300"
"66847",696,"Hint3"
"211329",5338,"Ncoa7"
"15214",2532,"Hey2"
"69692",718,"Hddc2"
"21987",1267,"Tpd52l1"
"100041294",710,"Supt4b"
"268291",2860,"Rnf217"
"432450",3745,"Nkain2"
"76757",4514,"Trdn"
"442820",1844,"D830005E20Rik"
"100862254",809,NA
"215890",2500,"Clvs2"
"215895",882,"Sult3a2"
"57430",1096,"Sult3a1"
"212892",3650,"Rsph4a"
"72580",2364,"Zup1"
"414093",7840,"A830082N09Rik"
"66521",1082,"Rwdd1"
"692132",1185,"Trappc3l"
"270711",3714,"Calhm4"
"103511",1786,"Calhm5"
"215900",1082,"Calhm6"
"212898",4225,"Dse"
"22110",2696,"Tspyl1"
"72480",3900,"Tspyl4"
"319638",2716,"Nt5dc1"
"12813",3130,"Col10a1"
"14302",4805,"Frk"
"100041585",3201,"Amd2"
"319415",3098,"Hs3st5"
"15182",2004,"Hdac2"
"17118",4186,"Marcks"
"215919",1054,"Rfpl4b"
"16775",6046,"Lama4"
"66337",730,"Fam229b"
"71924",2929,"Tube1"
"327743",1418,"Ccn6"
"14360",3692,"Fyn"
"100504626",1313,"Gm16364"
"103213",2867,"Traf3ip2"
"327744",1664,"E130307A14Rik"
"19714",10666,"Rev3l"
"100504659",947,NA
"213332",781,"Mfsd4b4"
"75299",2400,"4930547M16Rik"
"72045",2285,"Mfsd4b2"
"100041085",1782,"Mfsd4b3-ps"
"215928",5981,"Mfsd4b5"
"215929",2679,"Mfsd4b1"
"72472",6556,"Slc16a10"
"67239",1890,"Rpf2"
"67371",1020,"Gtf3c6"
"19850",104,"Snord3a"
"11702",3206,"Amd1"
"78334",5807,"Cdk19"
"70840",2243,"Slc22a16"
"70503",3000,"Ddo"
"327747",1529,"Mettl24"
"71713",3366,"Cdc40"
"83767",2550,"Wasf1"
"100504721",508,NA
"140741",1092,"Gpr6"
"103199",3263,"Fig4"
"633979",5640,"Ak9"
"268294",2831,"Zbtb24"
"171580",3563,"Mical1"
"20598",1602,"Smpd2"
"73075",1070,"Ppil6"
"53599",2830,"Cd164"
"75973",2749,"Ccdc162"
"70538",617,"5730435O14Rik"
"629461",2137,NA
"100628609",55,"Mir3473b"
"103268",2392,"Cep57l1"
"140742",3339,"Sesn1"
"213402",4865,"Armc2"
"624784",2896,"Tdg-ps2"
"56484",2889,"Foxo3"
"215951",2513,"Afg1l"
"666540",1120,"Gm15197"
"54198",1377,"Snx3"
"21907",3233,"Nr2e1"
"14628",3009,"Ostm1"
"140740",6032,"Sec63"
"268297",4745,"Scml4"
"109205",4980,"Sobp"
"74530",1859,"9030612E09Rik"
"71365",2031,"Pdss2"
"331623",6049,"Bend3"
"67851",898,"Mtres1"
"100862325",514,NA
"12484",1816,"Cd24a"
"414125",1833,"F930017D23Rik"
"69443",1060,"1700027J07Rik"
"76563",1970,"Qrsl1"
"170728",2981,"Rtn4ip1"
"11630",7416,"Crybg1"
"70365",1522,"Speer5-ps1"
"11793",2352,"Atg5"
"100316688",93,"Mir1929"
"12142",5143,"Prdm1"
"19072",2719,"Prep"
"78977",1851,"Popdc3"
"23828",1607,"Popdc1"
"380669",5403,"Lin28b"
"209462",3785,"Hace1"
"320363",1892,"D030045P18Rik"
"100418235",2163,NA
"14806",4872,"Grik2"
"100504076",1592,NA
"77987",7477,"Ascc3"
"20464",7355,"Sim1"
"14727",1305,"Lilrb4b"
"14728",1420,"Lilrb4a"
"77296",555,"Fam162b"
"210198",2856,"Gprc6a"
"320995",3701,"Rfx6"
"71090",1021,"4933411G06Rik"
"215031",1466,"Vgll2"
"19886",7401,"Ros1"
"66686",3025,"Dcbld1"
"94221",4317,"Gopc"
"66650",1823,"Nepn"
"52014",4614,"Nus1"
"629689",1579,NA
"22639",3420,"Zfa-ps"
"215085",4973,"Slc35f1"
"100862347",1026,NA
"100038725",2691,"Cep85l"
"100502820",658,"Gm19395"
"18821",2480,"Pln"
"432460",504,"Tmem229b-ps"
"100502868",5486,"Gm20597"
"71567",3873,"Mcm9"
"66403",2192,"Asf1a"
"100042554",949,"Gm3902"
"75906",3950,"Fam184a"
"17155",3889,"Man1a"
"100502920",1230,"Gm16998"
"544696",7240,"Tbc1d32"
"73390",2140,"Msl3l2"
"14609",3105,"Gja1"
"100862378",716,NA
"791298",3115,"Gm9956"
"74928",723,"4930467K11Rik"
"15500",2623,"Hsf2"
"56442",2879,"Serinc1"
"18768",6039,"Pkib"
"12140",762,"Fabp7"
"100502970",631,NA
"57319",1791,"Smpdl3a"
"100504180",2222,"LOC100504180"
"74399",2895,"Duxf3"
"245263",1813,"Duxf4"
"791309",3636,"Duxf5"
"70297",6511,"Gcc2"
"110829",4941,"Lims1"
"19386",9477,"Ranbp2"
"76138",2466,"Ccdc138"
"13608",3680,"Edar"
"103505",1320,"BB019430"
"237353",5781,"Sh3rf3"
"103080",2654,"Septin10"
"268301",4513,"Sowahc"
"18451",4043,"P4ha1"
"69836",1066,"Pla2g12b"
"18302",2716,"Oit3"
"215999",2872,"Mcu"
"216001",2275,"Micu1"
"56709",1774,"Dnajb12"
"100503588",745,"Gm19785"
"74747",1685,"Ddit4"
"52717",1329,"Anapc16"
"69090",1578,"Ascc1"
"94214",3916,"Spock2"
"53374",6113,"Chst3"
"19156",2731,"Psap"
"22295",11260,"Cdh23"
"74048",4846,"Vsir"
"100302688",858,"Gm17455"
"71279",5240,"Slc29a3"
"107449",5867,"Unc5b"
"100503834",701,"Gm19916"
"73616",853,"Pldi"
"327760",1131,"Gm20611"
"13180",810,"Pcbd1"
"20397",4123,"Sgpl1"
"65971",2023,"Tbata"
"237360",5188,"Adamts14"
"100862379",900,NA
"18646",2054,"Prf1"
"27355",4274,"Pald1"
"18119",2094,"Nodal"
"13688",1786,"Eif4ebp2"
"100503821",3961,NA
"216011",2635,"Lrrc20"
"237362",1307,"Npffr1"
"67895",1292,"Ppa1"
"20224",2602,"Sar1a"
"71767",2286,"Tysnd1"
"71361",3468,"Aifm2"
"404634",1910,"Macroh2a2"
"100628583",85,"Mir5108"
"12817",2900,"Col13a1"
"432466",1550,"Gm5424"
"69894",1731,"Fam241b"
"11925",1540,"Neurog3"
"70423",3605,"Tspan15"
"21337",2258,"Tacr2"
"15275",4509,"Hk1"
"70162",557,"Hk1os"
"216019",3483,"Hkdc1"
"338359",2390,"Supv3l1"
"74706",2194,"4930507D05Rik"
"30930",3252,"Vps26a"
"19073",938,"Srgn"
"72320",2472,"Kifbp"
"56200",4743,"Ddx21"
"100862011",549,NA
"94213",2507,"Ddx50"
"216021",3102,"Stox1"
"67500",4478,"Ccar1"
"100217463",28,"Snord98"
"52463",14082,"Tet1"
"73132",3141,"Slc25a16"
"327762",4122,"Dna2"
"70432",8936,"Rufy2"
"432467",2168,"Hnrnph3"
"67307",2211,"Pbld2"
"68371",1952,"Pbld1"
"53404",450,"Atoh7"
