"NGenes","Direction","PValue","FDR","Contrast"
77,"Down",6.29179637863427e-05,0.00163320855293281,"B.LvsP.BURTON_ADIPOGENESIS_PEAK_AT_16HR"
74,"Down",6.33166694232081e-05,0.00163587787495756,"B.LvsP.MARSON_FOXP3_TARGETS_DN"
73,"Down",6.62299355734469e-05,0.00170318750597948,"B.LvsP.REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"
625,"Down",6.72074366428633e-05,0.00171138760854549,"B.LvsP.CUI_TCF21_TARGETS_2_UP"
51,"Down",6.73253058323406e-05,0.00171138760854549,"B.LvsP.JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP"
62,"Down",6.74773916916109e-05,0.00171138760854549,"B.LvsP.REACTOME_STABILIZATION_OF_P53"
48,"Down",6.78388670458832e-05,0.00171269906802141,"B.LvsP.YU_BAP1_TARGETS"
112,"Down",7.0370478543203e-05,0.00176853807211532,"B.LvsP.TANG_SENESCENCE_TP53_TARGETS_DN"
89,"Up",7.16472071688037e-05,0.0017924769612503,"B.LvsP.REACTOME_PI_METABOLISM"
96,"Down",7.41002061774195e-05,0.0018395448011232,"B.LvsP.REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX"
84,"Down",7.41939755200711e-05,0.0018395448011232,"B.LvsP.YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10"
40,"Down",7.47190868545746e-05,0.00184429388937028,"B.LvsP.REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY"
346,"Down",7.66745390272366e-05,0.00188256408796139,"B.LvsP.FISCHER_G2_M_CELL_CYCLE"
17,"Down",7.69505306347032e-05,0.00188256408796139,"B.LvsP.RAY_ALZHEIMERS_DISEASE"
99,"Up",8.03809065266098e-05,0.00195782393033315,"B.LvsP.GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP"
60,"Up",8.38593766783311e-05,0.00203358988444953,"B.LvsP.REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE"
65,"Down",8.45648416149612e-05,0.00204174239864245,"B.LvsP.REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS"
73,"Down",8.5009204228178e-05,0.00204354734859824,"B.LvsP.LUI_TARGETS_OF_PAX8_PPARG_FUSION"
277,"Down",9.51022315413523e-05,0.00227627808741185,"B.LvsP.REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
77,"Up",9.82546214124889e-05,0.00234159397323126,"B.LvsP.KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM"
55,"Up",9.9479985750715e-05,0.0023606216361189,"B.LvsP.SPIRA_SMOKERS_LUNG_CANCER_DN"
159,"Down",0.000101220787184537,0.00239166552283464,"B.LvsP.OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP"
65,"Down",0.000102933403800238,0.00242178208345327,"B.LvsP.WONG_PROTEASOME_GENE_MODULE"
80,"Down",0.000105821137009561,0.0024791740107028,"B.LvsP.REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"
397,"Down",0.000107242997297152,0.00250188410150192,"B.LvsP.BASAKI_YBX1_TARGETS_UP"
121,"Down",0.000108886140657278,0.00252003397633951,"B.LvsP.GROSS_HYPOXIA_VIA_HIF1A_UP"
78,"Down",0.000108932559295559,0.00252003397633951,"B.LvsP.SONG_TARGETS_OF_IE86_CMV_PROTEIN"
8,"Down",0.000111766134462399,0.00256450971080117,"B.LvsP.REACTOME_DNA_REPLICATION_INITIATION"
10,"Down",0.000111782752813001,0.00256450971080117,"B.LvsP.BIOCARTA_MSP_PATHWAY"
6,"Up",0.000116506359789334,0.00266183331931913,"B.LvsP.PALOMERO_GSI_SENSITIVITY_DN"
24,"Down",0.000118834065751672,0.00270384176765841,"B.LvsP.BIOCARTA_COMP_PATHWAY"
116,"Down",0.000120459765432957,0.00272959853720828,"B.LvsP.DAZARD_UV_RESPONSE_CLUSTER_G1"
35,"Down",0.000121900121883112,0.00275096234241521,"B.LvsP.REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN"
72,"Down",0.00012249098653175,0.00275305961192702,"B.LvsP.REACTOME_HEDGEHOG_LIGAND_BIOGENESIS"
518,"Down",0.000123121118782096,0.00275368360924168,"B.LvsP.MOOTHA_MITOCHONDRIA"
886,"Down",0.000123514837238549,0.00275368360924168,"B.LvsP.FEVR_CTNNB1_TARGETS_DN"
18,"Down",0.000126807819408903,0.00281095507592487,"B.LvsP.REACTOME_NUCLEOBASE_BIOSYNTHESIS"
12,"Down",0.000127100518896946,0.00281095507592487,"B.LvsP.REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC"
99,"Down",0.000129091134446824,0.00283296571410451,"B.LvsP.REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"
36,"Up",0.000129137365589055,0.00283296571410451,"B.LvsP.KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT"
42,"Down",0.000129632903900966,0.00283296571410451,"B.LvsP.MOOTHA_GLUCONEOGENESIS"
59,"Down",0.000130577799379216,0.00284238052270742,"B.LvsP.REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN"
167,"Down",0.000133916603775833,0.00289644487930203,"B.LvsP.HILLION_HMGA1B_TARGETS"
9,"Down",0.000134109222119971,0.00289644487930203,"B.LvsP.REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS"
53,"Down",0.000135221274481805,0.00290350478510938,"B.LvsP.REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS"
30,"Down",0.000135525075810799,0.00290350478510938,"B.LvsP.HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN"
90,"Down",0.00013601309626189,0.00290350478510938,"B.LvsP.REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY"
17,"Up",0.000136536669222,0.00290350478510938,"B.LvsP.KEGG_STEROID_BIOSYNTHESIS"
32,"Down",0.000141654172869841,0.00300078897240364,"B.LvsP.REACTOME_DNA_STRAND_ELONGATION"
109,"Down",0.000149578620562642,0.00315656562248416,"B.LvsP.REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS"
40,"Down",0.000154203449206297,0.0032417903827438,"B.LvsP.LY_AGING_MIDDLE_DN"
189,"Down",0.000155188135944476,0.00325013334710988,"B.LvsP.KEGG_ALZHEIMERS_DISEASE"
12,"Up",0.000160163229032215,0.00334166978610988,"B.LvsP.REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION"
28,"Down",0.000162725834408451,0.00336223561032974,"B.LvsP.WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP"
35,"Down",0.000162738179085571,0.00336223561032974,"B.LvsP.KEGG_DNA_REPLICATION"
55,"Up",0.000162973258015621,0.00336223561032974,"B.LvsP.KEGG_INOSITOL_PHOSPHATE_METABOLISM"
284,"Down",0.000165116859156953,0.00339379596386169,"B.LvsP.BIDUS_METASTASIS_UP"
25,"Down",0.000172103421847431,0.00352429562738683,"B.LvsP.REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION"
59,"Up",0.000175573088697138,0.00358207973212723,"B.LvsP.PID_RHOA_REG_PATHWAY"
109,"Down",0.000176793405715717,0.00359371595662572,"B.LvsP.THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP"
223,"Down",0.000183469530411741,0.00371576202800921,"B.LvsP.REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"
34,"Up",0.000185558489198137,0.00374435360137408,"B.LvsP.SHIN_B_CELL_LYMPHOMA_CLUSTER_7"
37,"Up",0.00019110511262893,0.00383705124072973,"B.LvsP.BIOCARTA_HDAC_PATHWAY"
23,"Down",0.000191540268121072,0.00383705124072973,"B.LvsP.GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP"
93,"Down",0.00019600850627797,0.00391238639426316,"B.LvsP.VERNELL_RETINOBLASTOMA_PATHWAY_UP"
43,"Down",0.000198380074498204,0.00394547997086536,"B.LvsP.REACTOME_TRNA_AMINOACYLATION"
63,"Down",0.000199793080139298,0.00395934028706157,"B.LvsP.BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP"
28,"Down",0.000216304763253422,0.00427124655724347,"B.LvsP.RAHMAN_TP53_TARGETS_PHOSPHORYLATED"
62,"Down",0.000217482783651343,0.00427922530536753,"B.LvsP.LY_AGING_PREMATURE_DN"
18,"Down",0.000235303171096293,0.00461344408862199,"B.LvsP.BIOCARTA_NPC_PATHWAY"
103,"Down",0.000238198291132351,0.0046537044228649,"B.LvsP.REACTOME_GLUCOSE_METABOLISM"
65,"Up",0.000252915886680103,0.00492384485019115,"B.LvsP.REACTOME_INTRAFLAGELLAR_TRANSPORT"
54,"Down",0.000257556502131544,0.00499659614135196,"B.LvsP.KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS"
13,"Down",0.000259829435042259,0.00502306624597431,"B.LvsP.FUNG_IL2_SIGNALING_1"
28,"Down",0.000298835388269509,0.00573721450074204,"B.LvsP.TIAN_TNF_SIGNALING_VIA_NFKB"
1333,"Down",0.000298845682078804,0.00573721450074204,"B.LvsP.KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN"
18,"Down",0.000310298280939251,0.00593646780385161,"B.LvsP.BIOCARTA_CLASSIC_PATHWAY"
37,"Up",0.000321503441963896,0.00612962941592545,"B.LvsP.REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS"
121,"Down",0.000326594540870839,0.00620529627654593,"B.LvsP.REACTOME_TRNA_PROCESSING"
25,"Down",0.000331356203406492,0.00627420701587156,"B.LvsP.RASHI_NFKB1_TARGETS"
47,"Down",0.000338573763607709,0.00638899091804445,"B.LvsP.HOUSTIS_ROS"
1038,"Down",0.000339732161488007,0.00638904462879997,"B.LvsP.WEI_MYCN_TARGETS_WITH_E_BOX"
236,"Down",0.000342037664807109,0.00640617811245829,"B.LvsP.REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"
83,"Down",0.000342960521122744,0.00640617811245829,"B.LvsP.REACTOME_GLYCOLYSIS"
200,"Down",0.000353904906226849,0.00658835093107153,"B.LvsP.ODONNELL_TFRC_TARGETS_DN"
110,"Down",0.000357301890847414,0.00661412515545307,"B.LvsP.REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY"
485,"Down",0.000357681935518261,0.00661412515545307,"B.LvsP.LINDGREN_BLADDER_CANCER_CLUSTER_3_UP"
99,"Down",0.000363669437182307,0.00670242772726991,"B.LvsP.APPIERTO_RESPONSE_TO_FENRETINIDE_DN"
22,"Down",0.000367116058011971,0.00674347071344913,"B.LvsP.REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX"
142,"Down",0.000386200450982424,0.00707053739563517,"B.LvsP.REACTOME_TCR_SIGNALING"
120,"Down",0.000399384530012654,0.00728777909716161,"B.LvsP.REACTOME_UCH_PROTEINASES"
188,"Down",0.000415842973265167,0.00756314407626022,"B.LvsP.DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2"
11,"Up",0.000419217308901532,0.00759951639644776,"B.LvsP.MIZUSHIMA_AUTOPHAGOSOME_FORMATION"
109,"Down",0.000436678931211336,0.00789018892374993,"B.LvsP.REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM"
279,"Down",0.000438932546259389,0.00790507507579205,"B.LvsP.BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP"
40,"Down",0.000441715811933809,0.00792937248111049,"B.LvsP.GUTIERREZ_MULTIPLE_MYELOMA_UP"
129,"Down",0.000450805866259603,0.00806636127685872,"B.LvsP.SANA_RESPONSE_TO_IFNG_DN"
40,"Down",0.000458228731963699,0.00817273115815255,"B.LvsP.CHEN_ETV5_TARGETS_SERTOLI"
276,"Down",0.000469819812410505,0.00835252007336875,"B.LvsP.FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP"
83,"Down",0.000472034125811754,0.00836498936414483,"B.LvsP.PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN"
14,"Down",0.000479075825102616,0.0084626525143526,"B.LvsP.REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS"
90,"Down",0.000497555480470704,0.00872911104623453,"B.LvsP.CAFFAREL_RESPONSE_TO_THC_24HR_5_DN"
122,"Down",0.000498595253955283,0.00872911104623453,"B.LvsP.BURTON_ADIPOGENESIS_2"
260,"Up",0.000498896561875585,0.00872911104623453,"B.LvsP.SCHLOSSER_SERUM_RESPONSE_UP"
17,"Down",0.000505318728250343,0.00881358753468816,"B.LvsP.FU_INTERACT_WITH_ALKBH8"
800,"Down",0.000518883142347647,0.00898957696595904,"B.LvsP.MARSON_BOUND_BY_E2F4_UNSTIMULATED"
607,"Down",0.000519466338404708,0.00898957696595904,"B.LvsP.GARY_CD5_TARGETS_DN"
556,"Down",0.000520286603202549,0.00898957696595904,"B.LvsP.POOLA_INVASIVE_BREAST_CANCER_UP"
206,"Down",0.000523195673231094,0.00901167874546641,"B.LvsP.PECE_MAMMARY_STEM_CELL_UP"
36,"Up",0.000540431205284249,0.0092608144177006,"B.LvsP.KEGG_REGULATION_OF_AUTOPHAGY"
28,"Down",0.000541009776979073,0.0092608144177006,"B.LvsP.REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION"
24,"Down",0.000547687489077907,0.0093461855775054,"B.LvsP.LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP"
66,"Down",0.000552916588139139,0.009406387125604,"B.LvsP.REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS"
115,"Down",0.000558246318557421,0.00946719623380329,"B.LvsP.DEMAGALHAES_AGING_UP"
163,"Down",0.000559915566730634,0.00946719623380329,"B.LvsP.HILLION_HMGA1_TARGETS"
68,"Down",0.000561922054907289,0.00947215561458049,"B.LvsP.REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME"
26,"Down",0.000569296236490868,0.00956729146370216,"B.LvsP.CAIRO_HEPATOBLASTOMA_POOR_SURVIVAL"
153,"Down",0.000586817653448757,0.00983186304823691,"B.LvsP.REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION"
15,"Up",0.000596483007000509,0.00996360889941333,"B.LvsP.REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE"
1187,"Down",0.000627543086081683,0.0104208814357474,"B.LvsP.KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN"
197,"Up",0.000627627693634268,0.0104208814357474,"B.LvsP.GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP"
119,"Down",0.000632902664983523,0.0104473545418626,"B.LvsP.SHEPARD_BMYB_TARGETS"
17,"Up",0.000633001224728516,0.0104473545418626,"B.LvsP.KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS"
45,"Down",0.00063609873080094,0.0104672317934476,"B.LvsP.REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS"
129,"Down",0.000643185895469283,0.0105524475253699,"B.LvsP.SEKI_INFLAMMATORY_RESPONSE_LPS_UP"
54,"Up",0.000651511756300789,0.01065742159937,"B.LvsP.REACTOME_SMOOTH_MUSCLE_CONTRACTION"
48,"Down",0.000692877467210701,0.0113006475404365,"B.LvsP.REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS"
36,"Down",0.000719516361038933,0.0116975301300597,"B.LvsP.REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS"
49,"Up",0.00072144289642799,0.0116975301300597,"B.LvsP.REACTOME_TBC_RABGAPS"
87,"Down",0.000724993666819202,0.0117207309469104,"B.LvsP.REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"
269,"Down",0.000727849366470543,0.0117325922659348,"B.LvsP.CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN"
162,"Down",0.00073225821099952,0.0117693478157452,"B.LvsP.MARZEC_IL2_SIGNALING_UP"
12,"Down",0.00074171071417117,0.011852745496426,"B.LvsP.NADELLA_PRKAR1A_TARGETS_UP"
50,"Up",0.000741734480333406,0.011852745496426,"B.LvsP.REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK"
114,"Down",0.000745289069170263,0.0118752255430616,"B.LvsP.REACTOME_METABOLISM_OF_NUCLEOTIDES"
36,"Down",0.000755527297917923,0.0120037656039891,"B.LvsP.NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP"
261,"Down",0.000757763028218203,0.0120047902092219,"B.LvsP.YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17"
665,"Down",0.000787809598154102,0.0124451407662686,"B.LvsP.GOLDRATH_ANTIGEN_RESPONSE"
8,"Down",0.000804494757745908,0.0126725114403907,"B.LvsP.GAUTSCHI_SRC_SIGNALING"
55,"Down",0.000809855959331415,0.0127207204521119,"B.LvsP.ANDERSEN_LIVER_CANCER_KRT19_UP"
47,"Down",0.000822888092122396,0.0128888052729312,"B.LvsP.PID_ATR_PATHWAY"
92,"Up",0.000826897947669325,0.0129007846048892,"B.LvsP.REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS"
66,"Down",0.000828319503479049,0.0129007846048892,"B.LvsP.BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP"
150,"Down",0.000832793692091757,0.0129340346167846,"B.LvsP.SWEET_KRAS_ONCOGENIC_SIGNATURE"
45,"Down",0.000837158042189409,0.0129653972416393,"B.LvsP.REACTOME_EXTENSION_OF_TELOMERES"
100,"Down",0.000841435300977917,0.0129952396064439,"B.LvsP.RAMASWAMY_METASTASIS_UP"
5,"Down",0.000844447550627591,0.0130054331683007,"B.LvsP.REACTOME_G2_PHASE"
301,"Down",0.000856940416099319,0.0131611765572587,"B.LvsP.KIM_WT1_TARGETS_12HR_DN"
40,"Down",0.00086954659422996,0.0133177925747852,"B.LvsP.SIMBULAN_PARP1_TARGETS_DN"
22,"Up",0.000882753283862989,0.0134827152112665,"B.LvsP.REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS"
45,"Down",0.000898040431807973,0.013678417486133,"B.LvsP.BILANGES_RAPAMYCIN_SENSITIVE_GENES"
103,"Down",0.000905289351644965,0.0137403323731945,"B.LvsP.WU_APOPTOSIS_BY_CDKN1A_VIA_TP53"
150,"Down",0.000907465755695949,0.0137403323731945,"B.LvsP.REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION"
63,"Up",0.000909560797357422,0.0137403323731945,"B.LvsP.SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN"
621,"Up",0.000942775135009471,0.0142032798950065,"B.LvsP.WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP"
591,"Down",0.000947800121094481,0.0142401817106831,"B.LvsP.WANG_TUMOR_INVASIVENESS_UP"
95,"Up",0.000975895598052525,0.0146225657496813,"B.LvsP.REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES"
14,"Up",0.000986395668882949,0.0147399504141995,"B.LvsP.BIOCARTA_RARRXR_PATHWAY"
39,"Down",0.00100691466880729,0.0150060140265107,"B.LvsP.REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS"
296,"Down",0.0010168887183026,0.0150975824682768,"B.LvsP.DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP"
24,"Up",0.00101901763636016,0.0150975824682768,"B.LvsP.REACTOME_RORA_ACTIVATES_GENE_EXPRESSION"
1873,"Down",0.0010223350839173,0.0150975824682768,"B.LvsP.DODD_NASOPHARYNGEAL_CARCINOMA_DN"
6,"Down",0.00102609373082476,0.0150975824682768,"B.LvsP.CROSBY_E2F4_TARGETS"
163,"Down",0.00102894041361853,0.0150975824682768,"B.LvsP.KAUFFMANN_DNA_REPLICATION_GENES"
96,"Down",0.00102944268231875,0.0150975824682768,"B.LvsP.REACTOME_ABC_TRANSPORTER_DISORDERS"
54,"Up",0.00105495042153669,0.0154307430705724,"B.LvsP.PID_ERB_GENOMIC_PATHWAY"
211,"Down",0.00108429009129067,0.0158180472684594,"B.LvsP.WELCSH_BRCA1_TARGETS_DN"
95,"Down",0.00109929179328504,0.0159614150353382,"B.LvsP.KRIEG_HYPOXIA_VIA_KDM3A"
70,"Down",0.00109989132365054,0.0159614150353382,"B.LvsP.REACTOME_INTERLEUKIN_12_SIGNALING"
413,"Down",0.00112646509445296,0.0163042552545299,"B.LvsP.ZHENG_GLIOBLASTOMA_PLASTICITY_UP"
9,"Down",0.00113516217111635,0.0163713083092755,"B.LvsP.MAINA_HYPOXIA_VHL_TARGETS_UP"
105,"Down",0.00113701978490899,0.0163713083092755,"B.LvsP.KEGG_PYRIMIDINE_METABOLISM"
74,"Down",0.00115079255280904,0.0165112244197954,"B.LvsP.NAKAJIMA_MAST_CELL"
64,"Down",0.00115270982565401,0.0165112244197954,"B.LvsP.REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS"
19,"Down",0.00117493155024332,0.0167727514978764,"B.LvsP.REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1"
306,"Down",0.00117703519283343,0.0167727514978764,"B.LvsP.CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP"
22,"Down",0.00118280592983408,0.0168116554911379,"B.LvsP.LE_NEURONAL_DIFFERENTIATION_DN"
74,"Down",0.00128148596209858,0.0181675279088283,"B.LvsP.REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS"
19,"Down",0.00130223295183325,0.018372833515799,"B.LvsP.THUM_MIR21_TARGETS_HEART_DISEASE_DN"
12,"Up",0.00130466013362719,0.018372833515799,"B.LvsP.REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING"
11,"Down",0.00130593661995099,0.018372833515799,"B.LvsP.KALMA_E2F1_TARGETS"
6,"Down",0.00138216552763973,0.0193959218332997,"B.LvsP.REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT"
46,"Down",0.00139141655087442,0.0194763091386953,"B.LvsP.SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY"
231,"Down",0.00144618728727628,0.0201918422003802,"B.LvsP.BASSO_B_LYMPHOCYTE_NETWORK"
89,"Up",0.00145839156825669,0.0202661165147103,"B.LvsP.GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP"
45,"Down",0.00145883783195057,0.0202661165147103,"B.LvsP.REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS"
183,"Down",0.00148446439771042,0.0205704352254158,"B.LvsP.GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP"
710,"Down",0.00149969240528516,0.0206985155861917,"B.LvsP.REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI"
20,"Up",0.00150119456503217,0.0206985155861917,"B.LvsP.REACTOME_RAP1_SIGNALLING"
11,"Up",0.00156179050780502,0.0214804470588406,"B.LvsP.REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION"
19,"Down",0.00158633278734007,0.0217638560327624,"B.LvsP.XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN"
58,"Down",0.00160000968369702,0.0218971622305961,"B.LvsP.TOMLINS_PROSTATE_CANCER_UP"
224,"Down",0.00161208936860952,0.0220080052322025,"B.LvsP.PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP"
254,"Down",0.00163995634520868,0.0223332971247753,"B.LvsP.PUJANA_XPRSS_INT_NETWORK"
55,"Down",0.00164897056130076,0.0224008801804224,"B.LvsP.REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA"
31,"Down",0.00166339637745137,0.0225414670856093,"B.LvsP.MAINA_VHL_TARGETS_DN"
38,"Down",0.00167386331199574,0.0226278490269546,"B.LvsP.REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"
779,"Up",0.00168810777186568,0.0227647509040131,"B.LvsP.MIKKELSEN_NPC_ICP_WITH_H3K4ME3"
144,"Up",0.00170845868062867,0.0229591836350089,"B.LvsP.MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP"
7,"Down",0.00171456307884966,0.0229591836350089,"B.LvsP.REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION"
544,"Down",0.00171498333175234,0.0229591836350089,"B.LvsP.WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN"
2390,"Down",0.00176223721538256,0.0235348057097831,"B.LvsP.PUJANA_BRCA1_PCC_NETWORK"
60,"Down",0.00186209025901168,0.024808426607411,"B.LvsP.REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION"
296,"Down",0.00187858821560146,0.0249680630866838,"B.LvsP.REACTOME_HIV_INFECTION"
349,"Down",0.00192524951042742,0.0255268694080413,"B.LvsP.BENPORATH_MYC_TARGETS_WITH_EBOX"
46,"Down",0.00194489255414971,0.0257256242389803,"B.LvsP.MOREIRA_RESPONSE_TO_TSA_UP"
119,"Down",0.0019816806402396,0.0261496712646414,"B.LvsP.REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"
20,"Down",0.00201928681048134,0.0265824685122651,"B.LvsP.REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS"
17,"Down",0.00204786132373823,0.0268945968146049,"B.LvsP.REACTOME_REPRESSION_OF_WNT_TARGET_GENES"
20,"Down",0.00207298123659344,0.0271473653964871,"B.LvsP.HEDVAT_ELF4_TARGETS_UP"
63,"Down",0.00207692811769109,0.0271473653964871,"B.LvsP.SUNG_METASTASIS_STROMA_DN"
25,"Up",0.00211155226858372,0.027534840785376,"B.LvsP.VICENT_METASTASIS_UP"
9,"Down",0.00213334021986394,0.0277535013544182,"B.LvsP.BIOCARTA_PARKIN_PATHWAY"
51,"Down",0.00217589318430539,0.0282406418216538,"B.LvsP.REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION"
56,"Down",0.00219904667323796,0.0284743069234957,"B.LvsP.SEMENZA_HIF1_TARGETS"
38,"Down",0.00224794007933093,0.0290393941556559,"B.LvsP.WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP"
252,"Up",0.00225411114894507,0.0290512366958445,"B.LvsP.REACTOME_CILIUM_ASSEMBLY"
196,"Up",0.0022710580646693,0.0291796576935735,"B.LvsP.REACTOME_METABOLISM_OF_STEROIDS"
60,"Down",0.00227463057803042,0.0291796576935735,"B.LvsP.LUI_THYROID_CANCER_PAX8_PPARG_DN"
41,"Down",0.00229913448425868,0.0294257281561718,"B.LvsP.KEGG_AMINOACYL_TRNA_BIOSYNTHESIS"
10,"Up",0.0023429717735788,0.0298227506519359,"B.LvsP.BIOCARTA_PPARG_PATHWAY"
58,"Down",0.00234583785866975,0.0298227506519359,"B.LvsP.TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN"
